customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
4745-LSPLO,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20.5,0.6738987508218277
4747-LCAQL,0,Male,0,0,0,25,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Mailed check,79.0,1902.0,2.5969756738987506
4749-OJKQU,0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.65,302.35,2.4868507560815254
4749-VFKVB,1,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.1,50.1,1.6469428007889546
4750-UKWJK,0,Female,1,1,0,37,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.6,727.8,0.6443129520052597
4750-ZRXIU,1,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,360.1,2.781065088757396
4751-ERMAN,0,Male,0,1,1,72,1,0,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),75.4,5480.25,2.4786324786324787
4753-PADAS,0,Female,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,6816.95,3.4746877054569363
4759-PXTAN,0,Female,0,1,0,59,1,1,DSL,0,1,0,1,1,1,One year,1,Electronic check,80.1,4693.2,2.6331360946745557
4759-TRPLW,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,70.4,2.314266929651545
4760-THGOT,0,Female,0,1,0,43,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.1,4107.3,3.09335963182117
4760-XOHVN,1,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,19.45,0.6393819855358316
4763-PGDPO,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,281.0,2.314266929651545
4765-OXPPD,1,Female,0,1,1,9,1,0,DSL,1,1,1,1,0,0,Month-to-month,0,Mailed check,65.0,663.05,2.1367521367521367
4767-HZZHQ,0,Male,0,1,1,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),82.05,2570.2,2.69723865877712
4770-QAZXN,0,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.45,232.1,0.6393819855358316
4770-UEZOX,0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.75,144.8,2.457264957264957
4774-HHGGS,0,Male,0,1,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,637.55,0.626232741617357
4776-XSKYQ,0,Female,0,1,1,12,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),30.25,368.85,0.9944115713346482
4778-IZARL,0,Male,0,1,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),110.1,6705.7,3.6193293885601574
4779-ZGICK,0,Male,0,1,1,48,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,23.55,1173.35,0.7741617357001972
4781-ZXYGU,0,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.15,20.15,0.6623931623931623
4782-OSFXZ,0,Female,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),82.7,5831.2,2.7186061801446417
4785-FCIFB,0,Female,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.4,1417.9,0.8021038790269559
4785-NKHCX,0,Male,1,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.05,94.15,0.6591058514135437
4785-QRJHC,1,Male,1,1,0,46,0,0,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),59.9,2816.65,1.9690992767915843
4786-UKSNZ,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20.2,0.6640368178829716
4789-KWMXN,1,Male,0,1,0,47,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),110.85,5275.8,3.6439842209072975
4791-QRGMF,1,Male,0,1,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,5961.1,3.2708744247205783
4795-KTRTH,1,Female,1,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.0,371.65,2.662721893491124
4795-UXVCJ,0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,457.3,0.650887573964497
4795-WRNVT,0,Female,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Month-to-month,0,Mailed check,65.1,2586.0,2.140039447731755
4797-AXPXK,1,Female,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,60.0,1.972386587771203
4797-MIWUM,0,Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0.665680473372781
4800-CZMPC,1,Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),103.25,5037.55,3.3941485864562786
4800-VHZKI,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,19.9,0.6541748849441156
4801-JZAZL,0,Female,0,1,1,11,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,29.6,346.45,0.9730440499671269
4801-KFYKL,0,Male,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.45,159.2,0.6393819855358316
4803-AXVYP,1,Female,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,3734.25,3.2725180802103875
4803-LBYPN,0,Male,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,635.9,0.6837606837606838
4804-NCPET,0,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.2,387.4,0.6640368178829716
4806-DXQCE,0,Female,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,113.65,7714.65,3.7360289283366206
4806-HIPDW,1,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68.95,2.266600920447074
4806-KEXQR,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.9,324.3,2.626561472715319
4807-IZYOZ,0,Female,0,0,0,51,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1020.75,0.6788297172912556
4808-YNLEU,0,Female,0,1,0,35,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),62.15,2215.45,2.0430637738330044
4811-JBUVU,0,Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,2.955292570677186
4813-HQMGZ,0,Female,0,1,0,8,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.25,743.75,2.9667981591058514
4815-GBTCD,0,Female,0,1,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,99.95,0.8267587113740958
4815-TUMEQ,0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.3,185.2,0.6344510190664037
4815-YOSUK,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),104.9,7537.5,3.4483892176199866
4816-JBHOV,1,Male,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,93.7,1.4694280078895463
4816-LXZYW,1,Female,0,0,0,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,1676.95,2.601906640368179
4816-OKWNX,0,Male,0,1,1,50,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.4,5236.4,3.399079552925707
4817-KEQSP,0,Female,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,1326.35,0.6525312294543064
4817-QRJSX,1,Female,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),81.0,818.05,2.662721893491124
4817-VYYWS,1,Female,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983.8,3.293885601577909
4818-DRBQT,1,Male,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,2.6347797501643657
4818-QIUFN,1,Female,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,1520.9,2.601906640368179
4819-HJPIW,0,Male,0,0,0,18,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.15,476.8,0.8267587113740958
4821-SJHJV,0,Female,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.6,2901.8,2.9454306377383297
4821-WQOYN,0,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.1,1326.25,0.6607495069033531
4822-LPTYJ,0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,7346.2,3.410585141354372
4822-NGOCH,1,Female,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058.6,2.7761341222879685
4822-RVYBB,1,Male,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819.4,3.3070348454963834
4822-YCXMX,1,Male,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2043.45,2.7876397107166335
4824-GUCBY,0,Female,1,0,0,22,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.7,1820.9,2.685733070348455
4825-FUREZ,0,Male,0,1,0,42,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,20.25,835.5,0.665680473372781
4825-XJGDM,0,Female,0,0,0,61,0,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,2696.55,1.4365548980933596
4826-DXMUP,0,Male,0,0,1,35,1,0,DSL,0,0,0,1,1,1,One year,1,Mailed check,72.1,2495.15,2.370151216305062
4826-TZEVA,0,Female,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971.7,2.4589086127547666
4826-XTSOH,1,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.05,86.05,2.828731097961867
4827-DPADN,0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042.7,2.7383300460223534
4827-LTQRJ,0,Female,1,1,1,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,7210.85,3.6357659434582508
4827-USJHP,0,Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,1.7028270874424718
4828-FAZPK,0,Female,0,1,1,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,1267.95,2.628205128205128
4829-AUOAX,1,Female,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,3.157462195923734
4829-ZLJTK,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,3.694937541091387
4830-FAXFM,0,Male,0,0,1,19,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.1,439.2,0.7922419460881
4831-EOBFE,1,Male,0,1,1,29,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,3.111439842209073
4832-VRBMR,0,Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,3.3908612754766603
4833-QTJNO,0,Male,1,1,0,67,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,2.756410256410256
4835-YSJMR,0,Male,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971.15,1.6370808678500985
4836-WNFNO,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,1849.2,0.8218277449046679
4837-PZTIC,0,Female,0,0,0,47,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1875.25,1.3773833004602234
4837-QUSFT,0,Female,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643.5,3.2922419460881
4840-ORQXB,0,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841.35,3.4434582511505587
4844-JJWUY,1,Female,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,86.0,2.827087442472058
4846-WHAFZ,1,Female,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868.15,2.5147928994082838
4847-QNOKA,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1.4760026298487836
4847-TAJYI,0,Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,2.937212360289283
4849-PYRLQ,0,Female,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054.2,2.407955292570677
4851-BQDNX,0,Male,0,1,1,40,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.05,3355.65,2.79585798816568
4853-OITSN,0,Male,0,1,0,5,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,413.25,2.930637738330046
4853-RULSV,1,Male,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104.0,7250.15,3.4188034188034186
4854-CIDCF,0,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,196.4,2.427679158448389
4854-SSLTN,0,Male,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,130.5,1.9559500328731096
4855-SNKMY,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44.1,1.4497041420118344
4859-ZSRDZ,0,Female,0,1,1,58,0,0,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,1.824457593688363
4860-IJUDE,0,Male,0,0,0,13,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,956.65,2.4243918474687702
4860-YZGZM,0,Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,185.4,0.6574621959237343
4868-AADLV,0,Male,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,7862.25,3.8214990138067058
4869-EPIUS,0,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557.5,2.6594345825115058
4871-JTKJF,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.289612097304405
4872-JCVCA,0,Female,0,1,0,71,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,3377.8,1.5647600262984878
4872-VXRIL,0,Male,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665.55,2.1252465483234713
4873-ILOLJ,1,Male,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.35,2238.5,2.9700854700854697
4877-EVATK,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20.0,0.6574621959237343
4877-TSOFF,0,Female,0,1,1,55,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.75,4264.25,2.4901380670611437
4878-BUNFV,0,Male,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.7,828.85,0.680473372781065
4879-GZLFH,0,Female,0,1,1,42,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,3875.4,3.029257067718606
4881-GQJTW,0,Male,0,0,0,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.6,300.4,0.6443129520052597
4881-JVQOD,0,Male,1,1,1,10,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,362.6,1.135765943458251
4883-KCPZJ,0,Female,0,1,1,22,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,555.4,0.8300460223537146
4883-QICIH,1,Male,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,2.2928994082840237
4884-LEVMQ,0,Male,0,1,0,39,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.45,790.0,0.6722550953320183
4884-TVUQF,0,Female,1,0,0,57,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Credit card (automatic),101.3,5779.6,3.3300460223537143
4884-ZTHVF,0,Female,1,0,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,87.1,713.6,2.863247863247863
4890-VMUAV,0,Male,0,0,0,63,1,1,DSL,1,1,1,1,0,0,One year,0,Electronic check,71.5,4576.3,2.3504273504273505
4891-NLUBA,0,Female,0,1,1,61,0,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),61.45,3751.15,2.020052596975674
4892-VLANZ,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.8,19.8,0.650887573964497
4893-GYUJU,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.35,1033.0,0.636094674556213
4895-TMWIR,1,Male,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,214.75,0.655818540433925
4896-CPRPF,0,Male,0,1,1,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,809.25,0.8366206443129519
4897-QSUYC,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,20.15,0.6623931623931623
4900-MSOMT,0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,5714.2,2.636423405654175
4902-OHLSK,1,Female,1,0,0,29,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,98.65,2862.75,3.24293228139382
4903-CNOZC,0,Male,0,0,0,29,1,1,DSL,0,1,1,0,0,1,One year,0,Credit card (automatic),70.9,1964.6,2.3307034845496384
4903-UYAVB,1,Male,0,1,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,126.05,0.636094674556213
4905-JEFDW,1,Male,0,0,0,11,0,0,DSL,0,0,1,0,1,0,One year,1,Electronic check,41.6,470.6,1.3675213675213675
4906-ZHGPK,0,Male,0,1,1,54,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,70.7,3770.0,2.324128862590401
4908-XAXAY,0,Female,1,0,0,49,1,0,Fiber optic,0,1,1,0,0,1,One year,1,Bank transfer (automatic),89.85,4287.2,2.9536489151873764
4909-JOUPP,0,Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),109.7,7898.45,3.606180144641683
4910-AQFFX,1,Male,0,1,1,9,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,661.25,2.608481262327416
4910-GMJOT,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,94.6,3.1097961867192634
4911-BANWH,1,Female,0,0,1,31,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.55,2697.4,2.8451676528599603
4912-PIGUY,0,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.6,84.6,2.781065088757396
4913-EHYUI,1,Male,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,3.436883629191321
4915-BFSXL,0,Male,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Two year,0,Credit card (automatic),68.95,4858.7,2.266600920447074
4918-FYJNT,0,Female,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.45,5044.8,2.9733727810650885
4918-QLLIW,1,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1.7554240631163707
4919-IKATY,1,Male,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,2.7777777777777777
4919-MOAVT,1,Male,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,2.289612097304405
4922-CVPDX,0,Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,2.4161735700197235
4923-ADWXJ,0,Female,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,2.163050624589086
4925-LMHOK,1,Male,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,939.7,1.9263642340565417
4926-UMJZD,0,Female,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.6173570019723866
4927-WWOOZ,0,Male,0,1,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,3.0062458908612752
4929-BSTRX,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.55,53.55,1.7603550295857986
4929-ROART,0,Male,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.25,969.85,1.849112426035503
4929-XIHVW,0,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,3.1393819855358314
4931-TRZWN,0,Female,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,2.3652202498356343
4933-BSAIP,0,Female,0,1,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,780.1,0.6278763971071664
4933-IKULF,0,Female,1,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,330.6,0.6788297172912556
4936-YPJNK,0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,199.45,0.6541748849441156
4937-QPZPO,0,Male,0,1,1,61,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.9,6241.35,3.2840236686390534
4939-KYYPY,0,Male,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,1611.65,1.9543063773833005
4940-KHCWD,0,Female,0,1,0,60,0,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,2288.7,1.2393162393162394
4942-VZZOM,0,Male,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,2.1745562130177514
4945-RVMTE,0,Female,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,1.957593688362919
4946-EDSEW,1,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,0.6328073635765943
4947-DSMXK,0,Male,0,1,1,34,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,3.2117028270874424
4948-WBBKL,0,Female,1,0,0,36,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2659.45,2.4621959237343853
4950-BDEUX,0,Male,0,0,0,35,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,1.6173570019723866
4950-HKQTE,0,Female,0,0,0,22,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.25,605.9,0.8629191321499013
4951-UKAAQ,1,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,2.9240631163708084
4952-YSOGZ,1,Female,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,2.8254437869822486
4955-VCWBI,0,Female,0,1,1,43,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,817.95,0.6574621959237343
4957-SREEC,0,Male,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.35,1458.1,0.6689677843523998
4957-TIALW,0,Female,0,0,1,15,1,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),65.6,1010.0,2.1564760026298484
4957-TREIR,0,Male,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,2.1170282708744246
4958-GZWIY,1,Male,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.7,340.25,1.6009204470742933
4958-XCBDQ,1,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,3.3333333333333335
4959-JOSRX,1,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.4661406969099275
4962-CHQPW,0,Male,0,0,1,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,535.05,0.6525312294543064
4967-WPNCF,0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,4464.8,2.094017094017094
4971-PUYQO,1,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,3.1081525312294542
4973-MGTON,0,Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,2.774490466798159
4973-RLZVI,0,Female,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,2.4539776462853387
4976-LNFVV,0,Male,1,1,0,19,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,577.15,1.1275476660092043
4979-HPRFL,0,Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,0.7938856015779092
4980-URKXC,0,Male,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,0.6854043392504932
4981-FLTMF,0,Female,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,2.1433267587113742
